date,open,settle,front_id
2000-11-08,33.20000076293945,33.290000915527344,CL=F
2000-11-09,33.5,33.95000076293945,CL=F
2000-11-10,33.70000076293945,34.09000015258789,CL=F
2000-11-13,34.150001525878906,34.43000030517578,CL=F
2000-11-14,34.369998931884766,34.849998474121094,CL=F
2000-11-15,35.400001525878906,35.599998474121094,CL=F
2000-11-16,35.25,35.04999923706055,CL=F
2000-11-17,34.70000076293945,35.599998474121094,CL=F
2000-11-20,35.5,35.220001220703125,CL=F
2000-11-21,35.400001525878906,35.150001525878906,CL=F
2000-11-22,34.900001525878906,35.400001525878906,CL=F
2000-11-27,35.25,35.380001068115234,CL=F
2000-11-28,34.97999954223633,34.25,CL=F
2000-11-29,34.25,34.630001068115234,CL=F
2000-11-30,34.95000076293945,33.79999923706055,CL=F
2000-12-01,33.900001525878906,32.04999923706055,CL=F
2000-12-04,32.380001068115234,31.299999237060547,CL=F
2000-12-05,31.25,29.549999237060547,CL=F
2000-12-06,30.0,29.850000381469727,CL=F
2000-12-07,30.049999237060547,29.360000610351562,CL=F
2000-12-08,28.799999237060547,28.5,CL=F
2000-12-11,29.0,29.450000762939453,CL=F
2000-12-12,29.600000381469727,29.690000534057617,CL=F
2000-12-13,29.75,28.5,CL=F
2000-12-14,28.850000381469727,27.899999618530273,CL=F
2000-12-15,28.350000381469727,28.850000381469727,CL=F
2000-12-18,29.549999237060547,29.649999618530273,CL=F
2000-12-19,29.399999618530273,28.799999237060547,CL=F
2000-12-20,27.15999984741211,25.670000076293945,CL=F
2000-12-21,26.399999618530273,26.049999237060547,CL=F
2000-12-22,26.149999618530273,26.18000030517578,CL=F
2000-12-26,26.200000762939453,26.649999618530273,CL=F
2000-12-27,26.899999618530273,26.450000762939453,CL=F
2000-12-28,26.350000381469727,25.850000381469727,CL=F
2000-12-29,25.899999618530273,26.799999237060547,CL=F
2001-01-02,27.25,27.200000762939453,CL=F
2001-01-03,27.229999542236328,27.950000762939453,CL=F
2001-01-04,28.200000762939453,28.200000762939453,CL=F
2001-01-05,28.149999618530273,28.0,CL=F
2001-01-08,28.200000762939453,27.350000381469727,CL=F
2001-01-09,27.25,27.719999313354492,CL=F
2001-01-10,27.75,29.5,CL=F
2001-01-11,29.350000381469727,29.5,CL=F
2001-01-12,29.5,30.049999237060547,CL=F
2001-01-16,30.100000381469727,30.350000381469727,CL=F
2001-01-17,29.799999237060547,29.649999618530273,CL=F
2001-01-18,29.850000381469727,30.450000762939453,CL=F
2001-01-19,30.25,32.099998474121094,CL=F
2001-01-22,31.950000762939453,32.0,CL=F
2001-01-23,29.600000381469727,29.56999969482422,CL=F
2001-01-24,28.899999618530273,29.049999237060547,CL=F
2001-01-25,29.0,29.360000610351562,CL=F
2001-01-26,29.420000076293945,29.780000686645508,CL=F
2001-01-29,30.149999618530273,29.059999465942383,CL=F
2001-01-30,29.079999923706055,29.059999465942383,CL=F
2001-01-31,29.0,28.700000762939453,CL=F
2001-02-01,28.950000762939453,29.799999237060547,CL=F
2001-02-02,29.729999542236328,31.25,CL=F
2001-02-05,31.049999237060547,30.5,CL=F
2001-02-06,30.649999618530273,30.350000381469727,CL=F
2001-02-07,30.5,31.200000762939453,CL=F
2001-02-08,31.200000762939453,31.559999465942383,CL=F
2001-02-09,31.299999237060547,31.049999237060547,CL=F
2001-02-12,30.700000762939453,30.549999237060547,CL=F
2001-02-13,30.299999237060547,30.34000015258789,CL=F
2001-02-14,30.329999923706055,29.75,CL=F
2001-02-15,29.299999237060547,28.799999237060547,CL=F
2001-02-16,29.200000762939453,29.15999984741211,CL=F
2001-02-20,29.5,28.579999923706055,CL=F
2001-02-21,28.899999618530273,28.549999237060547,CL=F
2001-02-22,28.850000381469727,28.81999969482422,CL=F
2001-02-23,29.0,29.0,CL=F
2001-02-26,28.760000228881836,28.440000534057617,CL=F
2001-02-27,28.0,28.1200008392334,CL=F
2001-02-28,28.149999618530273,27.420000076293945,CL=F
2001-03-01,27.450000762939453,27.649999618530273,CL=F
2001-03-02,27.690000534057617,27.84000015258789,CL=F
2001-03-05,28.25,28.600000381469727,CL=F
2001-03-06,28.350000381469727,28.299999237060547,CL=F
2001-03-07,28.5,28.950000762939453,CL=F
2001-03-08,28.950000762939453,28.489999771118164,CL=F
2001-03-09,28.25,27.799999237060547,CL=F
2001-03-12,27.799999237060547,28.0,CL=F
2001-03-13,27.799999237060547,27.450000762939453,CL=F
2001-03-14,27.649999618530273,26.450000762939453,CL=F
2001-03-15,26.600000381469727,26.649999618530273,CL=F
2001-03-16,26.950000762939453,26.700000762939453,CL=F
2001-03-19,26.5,26.18000030517578,CL=F
2001-03-20,26.25,25.899999618530273,CL=F
2001-03-21,26.18000030517578,26.799999237060547,CL=F
2001-03-22,26.790000915527344,26.520000457763672,CL=F
2001-03-23,26.700000762939453,27.299999237060547,CL=F
2001-03-26,27.399999618530273,27.459999084472656,CL=F
2001-03-27,27.579999923706055,27.75,CL=F
2001-03-28,27.450000762939453,26.25,CL=F
2001-03-29,26.350000381469727,26.350000381469727,CL=F
2001-03-30,26.450000762939453,26.399999618530273,CL=F
2001-04-02,26.350000381469727,25.59000015258789,CL=F
2001-04-03,25.700000762939453,26.190000534057617,CL=F
2001-04-04,26.649999618530273,27.1200008392334,CL=F
2001-04-05,27.100000381469727,27.260000228881836,CL=F
2001-04-06,26.899999618530273,27.059999465942383,CL=F
2001-04-09,27.1299991607666,27.34000015258789,CL=F
2001-04-10,27.0,28.479999542236328,CL=F
2001-04-11,28.25,28.18000030517578,CL=F
2001-04-12,28.549999237060547,28.25,CL=F
2001-04-16,28.299999237060547,28.790000915527344,CL=F
2001-04-17,28.600000381469727,28.239999771118164,CL=F
2001-04-18,27.75,27.950000762939453,CL=F
2001-04-19,27.850000381469727,27.829999923706055,CL=F
2001-04-20,27.780000686645508,27.280000686645508,CL=F
2001-04-23,27.850000381469727,27.610000610351562,CL=F
2001-04-24,27.950000762939453,26.860000610351562,CL=F
2001-04-25,26.8700008392334,27.290000915527344,CL=F
2001-04-26,27.75,28.440000534057617,CL=F
2001-04-27,28.440000534057617,28.270000457763672,CL=F
2001-04-30,28.600000381469727,28.459999084472656,CL=F
2001-05-01,28.5,28.940000534057617,CL=F
2001-05-02,28.25,27.799999237060547,CL=F
2001-05-03,27.450000762939453,28.450000762939453,CL=F
2001-05-04,28.450000762939453,28.360000610351562,CL=F
2001-05-07,28.450000762939453,27.770000457763672,CL=F
2001-05-08,27.799999237060547,27.389999389648438,CL=F
2001-05-09,27.25,28.229999542236328,CL=F
2001-05-10,28.149999618530273,28.520000457763672,CL=F
2001-05-11,28.360000610351562,28.549999237060547,CL=F
2001-05-14,28.700000762939453,28.709999084472656,CL=F
2001-05-15,28.700000762939453,28.979999542236328,CL=F
2001-05-16,29.18000030517578,28.860000610351562,CL=F
2001-05-17,28.75,28.90999984741211,CL=F
2001-05-18,29.149999618530273,29.90999984741211,CL=F
2001-05-21,30.149999618530273,29.979999542236328,CL=F
2001-05-22,30.049999237060547,29.739999771118164,CL=F
2001-05-23,29.700000762939453,29.579999923706055,CL=F
2001-05-24,29.600000381469727,28.40999984741211,CL=F
2001-05-25,28.40999984741211,28.3799991607666,CL=F
2001-05-29,28.700000762939453,28.65999984741211,CL=F
2001-05-30,28.75,28.549999237060547,CL=F
2001-05-31,28.049999237060547,28.3700008392334,CL=F
2001-06-01,28.25,27.93000030517578,CL=F
2001-06-04,28.549999237060547,28.1299991607666,CL=F
2001-06-05,28.200000762939453,28.239999771118164,CL=F
2001-06-06,27.600000381469727,27.719999313354492,CL=F
2001-06-07,27.520000457763672,27.75,CL=F
2001-06-08,28.030000686645508,28.399999618530273,CL=F
2001-06-11,28.75,29.040000915527344,CL=F
2001-06-12,28.8799991607666,29.18000030517578,CL=F
2001-06-13,29.5,28.84000015258789,CL=F
2001-06-14,28.84000015258789,29.040000915527344,CL=F
2001-06-15,29.049999237060547,28.510000228881836,CL=F
2001-06-18,28.299999237060547,27.549999237060547,CL=F
2001-06-19,27.600000381469727,27.479999542236328,CL=F
2001-06-20,27.450000762939453,26.5,CL=F
2001-06-21,26.549999237060547,26.559999465942383,CL=F
2001-06-22,26.899999618530273,26.829999923706055,CL=F
2001-06-25,26.950000762939453,27.25,CL=F
2001-06-26,27.149999618530273,26.979999542236328,CL=F
2001-06-27,26.350000381469727,25.610000610351562,CL=F
2001-06-28,25.350000381469727,25.559999465942383,CL=F
2001-06-29,25.670000076293945,26.25,CL=F
2001-07-02,26.450000762939453,25.950000762939453,CL=F
2001-07-03,25.799999237060547,26.239999771118164,CL=F
2001-07-05,26.549999237060547,27.020000457763672,CL=F
2001-07-06,27.3700008392334,28.209999084472656,CL=F
2001-07-09,27.850000381469727,27.59000015258789,CL=F
2001-07-10,27.549999237060547,27.489999771118164,CL=F
2001-07-11,27.200000762939453,27.110000610351562,CL=F
2001-07-12,26.5,26.799999237060547,CL=F
2001-07-13,26.700000762939453,26.59000015258789,CL=F
2001-07-16,26.299999237060547,26.059999465942383,CL=F
2001-07-17,26.209999084472656,25.56999969482422,CL=F
2001-07-18,25.0,24.889999389648438,CL=F
2001-07-19,25.399999618530273,24.700000762939453,CL=F
2001-07-20,25.200000762939453,25.59000015258789,CL=F
2001-07-23,26.299999237060547,26.1200008392334,CL=F
2001-07-24,26.18000030517578,26.309999465942383,CL=F
2001-07-25,26.530000686645508,26.84000015258789,CL=F
2001-07-26,26.700000762939453,26.729999542236328,CL=F
2001-07-27,26.450000762939453,27.020000457763672,CL=F
2001-07-30,26.950000762939453,26.6299991607666,CL=F
2001-07-31,26.5,26.350000381469727,CL=F
2001-08-01,26.649999618530273,26.770000457763672,CL=F
2001-08-02,27.5,27.709999084472656,CL=F
2001-08-03,27.549999237060547,27.6200008392334,CL=F
2001-08-06,27.600000381469727,27.739999771118164,CL=F
2001-08-07,28.399999618530273,27.940000534057617,CL=F
2001-08-08,28.149999618530273,27.540000915527344,CL=F
2001-08-09,27.450000762939453,27.639999389648438,CL=F
2001-08-10,27.780000686645508,28.049999237060547,CL=F
2001-08-13,28.170000076293945,27.81999969482422,CL=F
2001-08-14,27.81999969482422,28.010000228881836,CL=F
2001-08-15,28.200000762939453,27.559999465942383,CL=F
2001-08-16,27.56999969482422,27.450000762939453,CL=F
2001-08-17,27.329999923706055,26.6299991607666,CL=F
2001-08-20,26.649999618530273,27.18000030517578,CL=F
2001-08-21,27.100000381469727,27.850000381469727,CL=F
2001-08-22,27.1200008392334,26.3700008392334,CL=F
2001-08-23,26.549999237060547,26.6299991607666,CL=F
2001-08-24,26.700000762939453,26.899999618530273,CL=F
2001-08-27,27.049999237060547,26.670000076293945,CL=F
2001-08-28,26.649999618530273,27.170000076293945,CL=F
2001-08-29,27.350000381469727,27.049999237060547,CL=F
2001-08-30,26.850000381469727,26.549999237060547,CL=F
2001-08-31,26.700000762939453,27.200000762939453,CL=F
2001-09-04,27.049999237060547,26.93000030517578,CL=F
2001-09-05,26.829999923706055,26.950000762939453,CL=F
2001-09-06,27.149999618530273,27.579999923706055,CL=F
2001-09-07,27.600000381469727,28.030000686645508,CL=F
2001-09-10,27.75,27.6299991607666,CL=F
2001-09-14,29.979999542236328,29.530000686645508,CL=F
2001-09-17,27.0,28.809999465942383,CL=F
2001-09-18,28.0,27.700000762939453,CL=F
2001-09-19,27.31999969482422,26.719999313354492,CL=F
2001-09-20,26.700000762939453,26.59000015258789,CL=F
2001-09-21,26.450000762939453,25.969999313354492,CL=F
2001-09-24,23.899999618530273,22.010000228881836,CL=F
2001-09-25,22.950000762939453,21.809999465942383,CL=F
2001-09-26,21.399999618530273,22.3799991607666,CL=F
2001-09-27,22.299999237060547,22.739999771118164,CL=F
2001-09-28,23.149999618530273,23.43000030517578,CL=F
2001-10-01,22.799999237060547,23.280000686645508,CL=F
2001-10-02,23.0,22.790000915527344,CL=F
2001-10-03,22.100000381469727,22.079999923706055,CL=F
2001-10-04,22.649999618530273,22.6299991607666,CL=F
2001-10-05,23.049999237060547,22.389999389648438,CL=F
2001-10-08,22.299999237060547,22.450000762939453,CL=F
2001-10-09,22.5,22.479999542236328,CL=F
2001-10-10,22.75,22.530000686645508,CL=F
2001-10-11,22.75,23.34000015258789,CL=F
2001-10-12,23.649999618530273,22.5,CL=F
2001-10-15,22.600000381469727,22.290000915527344,CL=F
2001-10-16,22.149999618530273,22.0,CL=F
2001-10-17,22.18000030517578,21.809999465942383,CL=F
2001-10-18,21.399999618530273,21.309999465942383,CL=F
2001-10-19,21.549999237060547,21.829999923706055,CL=F
2001-10-22,21.799999237060547,21.760000228881836,CL=F
2001-10-23,22.399999618530273,21.850000381469727,CL=F
2001-10-24,21.700000762939453,22.329999923706055,CL=F
2001-10-25,22.290000915527344,22.010000228881836,CL=F
2001-10-26,22.0,22.049999237060547,CL=F
2001-10-29,22.5,22.149999618530273,CL=F
2001-10-30,22.18000030517578,21.8700008392334,CL=F
2001-10-31,21.600000381469727,21.18000030517578,CL=F
2001-11-01,21.18000030517578,20.389999389648438,CL=F
2001-11-02,20.200000762939453,20.18000030517578,CL=F
2001-11-05,20.34000015258789,20.020000457763672,CL=F
2001-11-06,19.809999465942383,19.920000076293945,CL=F
2001-11-07,20.100000381469727,20.09000015258789,CL=F
2001-11-08,20.68000030517578,21.170000076293945,CL=F
2001-11-09,22.049999237060547,22.219999313354492,CL=F
2001-11-12,21.450000762939453,21.229999542236328,CL=F
2001-11-13,21.450000762939453,21.670000076293945,CL=F
2001-11-14,20.0,19.739999771118164,CL=F
2001-11-15,19.100000381469727,17.450000762939453,CL=F
2001-11-16,17.549999237060547,18.030000686645508,CL=F
2001-11-19,17.149999618530273,17.719999313354492,CL=F
2001-11-20,19.299999237060547,19.149999618530273,CL=F
2001-11-21,19.399999618530273,18.959999084472656,CL=F
2001-11-26,18.799999237060547,18.690000534057617,CL=F
2001-11-27,18.68000030517578,19.479999542236328,CL=F
2001-11-28,19.149999618530273,19.219999313354492,CL=F
2001-11-29,19.200000762939453,18.6200008392334,CL=F
2001-11-30,18.649999618530273,19.440000534057617,CL=F
2001-12-03,19.399999618530273,20.09000015258789,CL=F
2001-12-04,20.200000762939453,19.649999618530273,CL=F
2001-12-05,20.229999542236328,19.489999771118164,CL=F
2001-12-06,19.5,18.540000915527344,CL=F
2001-12-07,18.549999237060547,19.040000915527344,CL=F
2001-12-10,18.68000030517578,18.3700008392334,CL=F
2001-12-11,18.049999237060547,18.079999923706055,CL=F
2001-12-12,18.450000762939453,18.360000610351562,CL=F
2001-12-13,18.0,18.1200008392334,CL=F
2001-12-14,18.700000762939453,19.290000915527344,CL=F
2001-12-17,19.200000762939453,19.219999313354492,CL=F
2001-12-18,19.25,19.360000610351562,CL=F
2001-12-19,19.850000381469727,19.799999237060547,CL=F
2001-12-20,19.899999618530273,19.280000686645508,CL=F
2001-12-21,19.43000030517578,19.6200008392334,CL=F
2001-12-26,19.799999237060547,21.270000457763672,CL=F
2001-12-27,20.649999618530273,20.899999618530273,CL=F
2001-12-28,21.219999313354492,20.40999984741211,CL=F
2001-12-31,20.299999237060547,19.84000015258789,CL=F
2002-01-02,20.0,21.010000228881836,CL=F
2002-01-03,20.780000686645508,20.3700008392334,CL=F
2002-01-04,20.850000381469727,21.6200008392334,CL=F
2002-01-07,21.5,21.479999542236328,CL=F
2002-01-08,21.200000762939453,21.25,CL=F
2002-01-09,20.700000762939453,20.18000030517578,CL=F
2002-01-10,20.200000762939453,20.3799991607666,CL=F
2002-01-11,20.350000381469727,19.68000030517578,CL=F
2002-01-14,19.350000381469727,18.889999389648438,CL=F
2002-01-15,18.850000381469727,18.899999618530273,CL=F
2002-01-16,18.860000610351562,18.860000610351562,CL=F
2002-01-17,18.899999618530273,18.040000915527344,CL=F
2002-01-18,18.030000686645508,18.0,CL=F
2002-01-22,18.049999237060547,18.600000381469727,CL=F
2002-01-23,18.979999542236328,19.479999542236328,CL=F
2002-01-24,19.479999542236328,19.719999313354492,CL=F
2002-01-25,19.729999542236328,20.0,CL=F
2002-01-28,20.059999465942383,20.049999237060547,CL=F
2002-01-29,19.950000762939453,19.56999969482422,CL=F
2002-01-30,19.579999923706055,19.149999618530273,CL=F
2002-01-31,19.149999618530273,19.479999542236328,CL=F
2002-02-01,19.469999313354492,20.399999618530273,CL=F
2002-02-04,20.34000015258789,20.059999465942383,CL=F
2002-02-05,20.0,20.049999237060547,CL=F
2002-02-06,20.010000228881836,19.75,CL=F
2002-02-07,19.700000762939453,19.68000030517578,CL=F
2002-02-08,19.709999084472656,20.25,CL=F
2002-02-11,20.270000457763672,21.31999969482422,CL=F
2002-02-12,21.290000915527344,20.75,CL=F
2002-02-13,20.729999542236328,21.149999618530273,CL=F
2002-02-14,21.18000030517578,21.219999313354492,CL=F
2002-02-15,21.25,21.5,CL=F
2002-02-19,21.219999313354492,20.8700008392334,CL=F
2002-02-20,20.899999618530273,20.229999542236328,CL=F
2002-02-21,20.440000534057617,21.049999237060547,CL=F
2002-02-22,21.0,21.079999923706055,CL=F
2002-02-25,21.0,20.420000076293945,CL=F
2002-02-26,20.469999313354492,21.360000610351562,CL=F
2002-02-27,21.450000762939453,21.290000915527344,CL=F
2002-02-28,21.280000686645508,21.850000381469727,CL=F
2002-03-01,21.780000686645508,22.360000610351562,CL=F
2002-03-04,22.43000030517578,22.5,CL=F
2002-03-05,22.510000228881836,23.170000076293945,CL=F
2002-03-06,23.170000076293945,23.219999313354492,CL=F
2002-03-07,23.200000762939453,23.780000686645508,CL=F
2002-03-08,23.700000762939453,23.850000381469727,CL=F
2002-03-11,23.8700008392334,24.299999237060547,CL=F
2002-03-12,24.350000381469727,24.149999618530273,CL=F
2002-03-13,24.200000762939453,24.149999618530273,CL=F
2002-03-14,24.100000381469727,24.549999237060547,CL=F
2002-03-15,24.549999237060547,24.479999542236328,CL=F
2002-03-18,24.399999618530273,25.049999237060547,CL=F
2002-03-19,25.049999237060547,25.049999237060547,CL=F
2002-03-20,25.049999237060547,24.700000762939453,CL=F
2002-03-21,24.690000534057617,25.600000381469727,CL=F
2002-03-22,25.6299991607666,25.260000228881836,CL=F
2002-03-25,25.350000381469727,25.020000457763672,CL=F
2002-03-26,24.979999542236328,25.43000030517578,CL=F
2002-03-27,25.440000534057617,25.8700008392334,CL=F
2002-03-28,25.829999923706055,26.229999542236328,CL=F
2002-04-01,26.459999084472656,26.860000610351562,CL=F
2002-04-02,26.790000915527344,27.700000762939453,CL=F
2002-04-03,27.709999084472656,27.559999465942383,CL=F
2002-04-04,27.540000915527344,26.68000030517578,CL=F
2002-04-05,26.649999618530273,26.219999313354492,CL=F
2002-04-08,26.399999618530273,26.549999237060547,CL=F
2002-04-09,26.56999969482422,25.799999237060547,CL=F
2002-04-10,25.809999465942383,26.1200008392334,CL=F
2002-04-11,26.100000381469727,25.020000457763672,CL=F
2002-04-12,25.0,23.450000762939453,CL=F
2002-04-15,24.25,24.549999237060547,CL=F
2002-04-16,24.549999237060547,24.850000381469727,CL=F
2002-04-17,24.829999923706055,25.920000076293945,CL=F
2002-04-18,25.920000076293945,26.09000015258789,CL=F
2002-04-19,26.149999618530273,26.399999618530273,CL=F
2002-04-22,26.399999618530273,26.299999237060547,CL=F
2002-04-23,26.43000030517578,26.59000015258789,CL=F
2002-04-24,26.600000381469727,26.43000030517578,CL=F
2002-04-25,26.459999084472656,26.670000076293945,CL=F
2002-04-26,26.68000030517578,27.149999618530273,CL=F
2002-04-29,26.920000076293945,27.520000457763672,CL=F
2002-04-30,27.5,27.290000915527344,CL=F
2002-05-01,27.25,26.739999771118164,CL=F
2002-05-02,26.75,26.350000381469727,CL=F
2002-05-03,26.299999237060547,26.719999313354492,CL=F
2002-05-06,26.309999465942383,26.079999923706055,CL=F
2002-05-07,26.149999618530273,26.6200008392334,CL=F
2002-05-08,26.65999984741211,27.729999542236328,CL=F
2002-05-09,27.729999542236328,27.700000762939453,CL=F
2002-05-10,27.719999313354492,27.8799991607666,CL=F
2002-05-13,27.75,28.450000762939453,CL=F
2002-05-14,28.459999084472656,29.299999237060547,CL=F
2002-05-15,29.170000076293945,28.200000762939453,CL=F
2002-05-16,28.219999313354492,27.969999313354492,CL=F
2002-05-17,27.979999542236328,28.200000762939453,CL=F
2002-05-20,28.200000762939453,28.200000762939453,CL=F
2002-05-21,28.229999542236328,27.0,CL=F
2002-05-22,26.280000686645508,26.450000762939453,CL=F
2002-05-23,26.5,26.149999618530273,CL=F
2002-05-24,25.75,25.8799991607666,CL=F
2002-05-28,25.600000381469727,25.18000030517578,CL=F
2002-05-29,24.899999618530273,25.719999313354492,CL=F
2002-05-30,25.100000381469727,24.700000762939453,CL=F
2002-05-31,24.899999618530273,25.350000381469727,CL=F
2002-06-03,25.260000228881836,25.110000610351562,CL=F
2002-06-04,25.049999237060547,25.299999237060547,CL=F
2002-06-05,24.799999237060547,24.889999389648438,CL=F
2002-06-06,24.920000076293945,24.93000030517578,CL=F
2002-06-07,24.799999237060547,24.729999542236328,CL=F
2002-06-10,24.600000381469727,24.31999969482422,CL=F
2002-06-11,24.0,24.18000030517578,CL=F
2002-06-12,24.350000381469727,24.68000030517578,CL=F
2002-06-13,24.850000381469727,25.639999389648438,CL=F
2002-06-14,25.350000381469727,25.8700008392334,CL=F
2002-06-17,26.1200008392334,26.09000015258789,CL=F
2002-06-18,25.899999618530273,25.350000381469727,CL=F
2002-06-19,25.350000381469727,25.299999237060547,CL=F
2002-06-20,25.520000457763672,25.600000381469727,CL=F
2002-06-21,25.959999084472656,25.75,CL=F
2002-06-24,25.700000762939453,26.469999313354492,CL=F
2002-06-25,26.75,26.31999969482422,CL=F
2002-06-26,25.899999618530273,26.760000228881836,CL=F
2002-06-27,26.81999969482422,26.860000610351562,CL=F
2002-06-28,26.56999969482422,26.860000610351562,CL=F
2002-07-01,26.799999237060547,26.809999465942383,CL=F
2002-07-02,27.0,26.770000457763672,CL=F
2002-07-03,26.68000030517578,26.799999237060547,CL=F
2002-07-08,26.25,26.06999969482422,CL=F
2002-07-09,25.8700008392334,26.09000015258789,CL=F
2002-07-10,26.450000762939453,26.770000457763672,CL=F
2002-07-11,26.6200008392334,26.829999923706055,CL=F
2002-07-12,27.200000762939453,27.469999313354492,CL=F
2002-07-15,27.399999618530273,27.06999969482422,CL=F
2002-07-16,27.030000686645508,27.75,CL=F
2002-07-17,27.700000762939453,27.8799991607666,CL=F
2002-07-18,27.719999313354492,27.56999969482422,CL=F
2002-07-19,27.25,27.829999923706055,CL=F
2002-07-22,27.219999313354492,26.600000381469727,CL=F
2002-07-23,26.770000457763672,26.309999465942383,CL=F
2002-07-24,26.049999237060547,26.8700008392334,CL=F
2002-07-25,26.760000228881836,26.770000457763672,CL=F
2002-07-26,26.600000381469727,26.540000915527344,CL=F
2002-07-29,26.420000076293945,26.549999237060547,CL=F
2002-07-30,26.8700008392334,27.360000610351562,CL=F
2002-07-31,27.399999618530273,27.020000457763672,CL=F
2002-08-01,27.059999465942383,26.469999313354492,CL=F
2002-08-02,26.200000762939453,26.84000015258789,CL=F
2002-08-05,26.479999542236328,26.579999923706055,CL=F
2002-08-06,26.739999771118164,27.170000076293945,CL=F
2002-08-07,26.920000076293945,26.5,CL=F
2002-08-08,26.5,26.670000076293945,CL=F
2002-08-09,26.530000686645508,26.860000610351562,CL=F
2002-08-12,26.579999923706055,27.860000610351562,CL=F
2002-08-13,27.860000610351562,27.899999618530273,CL=F
2002-08-14,28.229999542236328,28.149999618530273,CL=F
2002-08-15,28.18000030517578,29.059999465942383,CL=F
2002-08-16,28.899999618530273,29.329999923706055,CL=F
2002-08-19,29.420000076293945,29.84000015258789,CL=F
2002-08-20,29.65999984741211,30.110000610351562,CL=F
2002-08-21,28.600000381469727,29.239999771118164,CL=F
2002-08-22,29.100000381469727,28.84000015258789,CL=F
2002-08-23,28.600000381469727,28.729999542236328,CL=F
2002-08-26,28.649999618530273,29.280000686645508,CL=F
2002-08-27,29.299999237060547,28.829999923706055,CL=F
2002-08-28,28.670000076293945,28.34000015258789,CL=F
2002-08-29,28.25,28.920000076293945,CL=F
2002-08-30,28.8700008392334,28.979999542236328,CL=F
2002-09-03,28.690000534057617,27.790000915527344,CL=F
2002-09-04,27.940000534057617,28.270000457763672,CL=F
2002-09-05,28.549999237060547,28.979999542236328,CL=F
2002-09-06,29.75,29.610000610351562,CL=F
2002-09-09,29.450000762939453,29.729999542236328,CL=F
2002-09-10,30.049999237060547,29.729999542236328,CL=F
2002-09-11,29.729999542236328,29.770000457763672,CL=F
2002-09-12,29.780000686645508,28.850000381469727,CL=F
2002-09-13,29.25,29.809999465942383,CL=F
2002-09-16,29.600000381469727,29.670000076293945,CL=F
2002-09-17,28.799999237060547,29.079999923706055,CL=F
2002-09-18,29.399999618530273,29.479999542236328,CL=F
2002-09-19,29.549999237060547,29.5,CL=F
2002-09-20,29.899999618530273,29.84000015258789,CL=F
2002-09-23,30.200000762939453,30.709999084472656,CL=F
