date,close
2000-08-30,0.88499999
2000-08-31,0.88499999
2000-09-01,0.88900000
2000-09-05,0.90600002
2000-09-06,0.90149999
2000-09-07,0.90600002
2000-09-08,0.91200000
2000-09-11,0.91299999
2000-09-12,0.92850000
2000-09-13,0.92750001
2000-09-14,0.92549998
2000-09-15,0.92000002
2000-09-18,0.91850001
2000-09-19,0.92150003
2000-09-20,0.90149999
2000-09-21,0.92549998
2000-09-22,0.91949999
2000-09-25,0.92699999
2000-09-26,0.91649997
2000-09-27,0.91250002
2000-09-28,0.91100001
2000-09-29,0.91549999
2000-10-02,0.89499998
2000-10-03,0.89850003
2000-10-04,0.89649999
2000-10-05,0.90950000
2000-10-06,0.90450001
2000-10-09,0.89249998
2000-10-10,0.90249997
2000-10-11,0.89850003
2000-10-12,0.87949997
2000-10-13,0.88950002
2000-10-16,0.89150000
2000-10-17,0.88050002
2000-10-18,0.87000000
2000-10-19,0.87099999
2000-10-20,0.86000001
2000-10-23,0.86549997
2000-10-24,0.86250001
2000-10-25,0.85049999
2000-10-26,0.82900000
2000-10-27,0.84149998
2000-10-30,0.84249997
2000-10-31,0.84649998
2000-11-01,0.83300000
2000-11-02,0.83600003
2000-11-03,0.83600003
2000-11-06,0.82499999
2000-11-07,0.82849997
2000-11-08,0.83450001
2000-11-09,0.83800000
2000-11-10,0.83649999
2000-11-13,0.81900001
2000-11-14,0.82599998
2000-11-15,0.82599998
2000-11-16,0.81849998
2000-11-17,0.82200003
2000-11-20,0.82200003
2000-11-21,0.82900000
2000-11-22,0.81950003
2000-11-27,0.84649998
2000-11-28,0.86100000
2000-11-29,0.85200000
2000-11-30,0.84100002
2000-12-01,0.85949999
2000-12-04,0.86049998
2000-12-05,0.86900002
2000-12-06,0.87699997
2000-12-07,0.87849998
2000-12-08,0.88749999
2000-12-11,0.88950002
2000-12-12,0.88349998
2000-12-13,0.88050002
2000-12-14,0.88900000
2000-12-15,0.87250000
2000-12-18,0.87449998
2000-12-19,0.87400001
2000-12-20,0.86299998
2000-12-21,0.85600001
2000-12-22,0.86000001
2000-12-26,0.86350000
2000-12-27,0.84750003
2000-12-28,0.85250002
2000-12-29,0.84649998
2001-01-02,0.81800002
2001-01-03,0.82349998
2001-01-04,0.81500000
2001-01-05,0.83200002
2001-01-08,0.83300000
2001-01-09,0.82999998
2001-01-10,0.83099997
2001-01-11,0.83249998
2001-01-12,0.84450001
2001-01-16,0.82499999
2001-01-17,0.83149999
2001-01-18,0.86699998
2001-01-19,0.85299999
2001-01-22,0.84950000
2001-01-23,0.85100001
2001-01-24,0.83999997
2001-01-25,0.83899999
2001-01-26,0.83899999
2001-01-29,0.83350003
2001-01-30,0.84050000
2001-01-31,0.84850001
2001-02-01,0.85000002
2001-02-02,0.84399998
2001-02-05,0.82950002
2001-02-06,0.83099997
2001-02-07,0.82950002
2001-02-08,0.82950002
2001-02-09,0.81999999
2001-02-12,0.81750000
2001-02-13,0.82450002
2001-02-14,0.82150000
2001-02-15,0.82700002
2001-02-16,0.82499999
2001-02-20,0.81900001
2001-02-21,0.80100000
2001-02-22,0.80100000
2001-02-23,0.79549998
2001-02-26,0.80400002
2001-02-27,0.80100000
2001-02-28,0.81000000
2001-03-01,0.82099998
2001-03-02,0.82450002
2001-03-05,0.83350003
2001-03-06,0.84399998
2001-03-07,0.83399999
2001-03-08,0.82099998
2001-03-09,0.82599998
2001-03-12,0.82099998
2001-03-13,0.81150001
2001-03-14,0.80400002
2001-03-15,0.80250001
2001-03-16,0.78350002
2001-03-19,0.79100001
2001-03-20,0.79400003
2001-03-21,0.78549999
2001-03-22,0.77850002
2001-03-23,0.78049999
2001-03-26,0.77700001
2001-03-27,0.78600001
2001-03-28,0.76749998
2001-03-29,0.76950002
2001-03-30,0.75849998
2001-04-02,0.75500000
2001-04-03,0.76099998
2001-04-04,0.76099998
2001-04-05,0.76400000
2001-04-06,0.74599999
2001-04-09,0.75599998
2001-04-10,0.76499999
2001-04-11,0.76200002
2001-04-12,0.76400000
2001-04-16,0.76499999
2001-04-17,0.76150000
2001-04-18,0.78299999
2001-04-19,0.77100003
2001-04-20,0.77350003
2001-04-23,0.75700003
2001-04-24,0.76050001
2001-04-25,0.76300001
2001-04-26,0.75800002
2001-04-27,0.75900000
2001-04-30,0.76650000
2001-05-01,0.77399999
2001-05-02,0.78600001
2001-05-03,0.78250003
2001-05-04,0.77499998
2001-05-07,0.77649999
2001-05-08,0.76050001
